2024-09-08 19:11:01,809 - MotorCore - DEBUG - MotorCore Initialized
2024-09-08 19:11:01,810 - MotorCore - DEBUG - Starting MotorCore
--------
2024-09-08 19:11:40,843 - MotorCore - DEBUG - Raw Target Vector: [0.03831091542235441, 0.9616890845776456]
2024-09-08 19:11:40,844 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7212668134332342]
--------
2024-09-08 19:11:40,844 - MotorCore - DEBUG - [0.7212668134332342, 0.7212668134332342]
2024-09-08 19:11:40,948 - MotorCore - DEBUG - Current Position: (32.9146088305, -117.1007907058)
2024-09-08 19:11:40,950 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:40,953 - MotorCore - DEBUG - Raw Target Vector: [0.03831091542235441, 0.9616890845776456]
2024-09-08 19:11:40,953 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7212668134332342]
--------
2024-09-08 19:11:40,954 - MotorCore - DEBUG - [0.7212668134332342, 0.7212668134332342]
2024-09-08 19:11:41,059 - MotorCore - DEBUG - Current Position: (32.9146088305, -117.1007907058)
2024-09-08 19:11:41,062 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:41,063 - MotorCore - DEBUG - Raw Target Vector: [0.03831091542235441, 0.9616890845776456]
2024-09-08 19:11:41,064 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7212668134332342]
--------
2024-09-08 19:11:41,066 - MotorCore - DEBUG - [0.7212668134332342, 0.7212668134332342]
2024-09-08 19:11:41,170 - MotorCore - DEBUG - Current Position: (32.9146088305, -117.1007907058)
2024-09-08 19:11:41,172 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:41,174 - MotorCore - DEBUG - Raw Target Vector: [0.03831091542235441, 0.9616890845776456]
2024-09-08 19:11:41,174 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7212668134332342]
--------
2024-09-08 19:11:41,175 - MotorCore - DEBUG - [0.7212668134332342, 0.7212668134332342]
2024-09-08 19:11:41,278 - MotorCore - DEBUG - Current Position: (32.9146088305, -117.1007907058)
2024-09-08 19:11:41,280 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:41,281 - MotorCore - DEBUG - Raw Target Vector: [0.03831091542235441, 0.9616890845776456]
2024-09-08 19:11:41,282 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7212668134332342]
--------
2024-09-08 19:11:41,283 - MotorCore - DEBUG - [0.7212668134332342, 0.7212668134332342]
2024-09-08 19:11:41,370 - MotorCore - DEBUG - Sent diagnostic data
2024-09-08 19:11:41,386 - MotorCore - DEBUG - Current Position: (32.9146082142, -117.1008017765)
2024-09-08 19:11:41,388 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:41,388 - MotorCore - DEBUG - Raw Target Vector: [0.03685726540700958, 0.9631427345929904]
2024-09-08 19:11:41,389 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7223570509447428]
--------
2024-09-08 19:11:41,390 - MotorCore - DEBUG - [0.7223570509447428, 0.7223570509447428]
2024-09-08 19:11:41,495 - MotorCore - DEBUG - Current Position: (32.9146082142, -117.1008017765)
2024-09-08 19:11:41,497 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:41,499 - MotorCore - DEBUG - Raw Target Vector: [0.03685726540700958, 0.9631427345929904]
2024-09-08 19:11:41,500 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7223570509447428]
--------
2024-09-08 19:11:41,501 - MotorCore - DEBUG - [0.7223570509447428, 0.7223570509447428]
2024-09-08 19:11:41,605 - MotorCore - DEBUG - Current Position: (32.9146082142, -117.1008017765)
2024-09-08 19:11:41,606 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:41,608 - MotorCore - DEBUG - Raw Target Vector: [0.03685726540700958, 0.9631427345929904]
2024-09-08 19:11:41,608 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7223570509447428]
--------
2024-09-08 19:11:41,609 - MotorCore - DEBUG - [0.7223570509447428, 0.7223570509447428]
2024-09-08 19:11:41,713 - MotorCore - DEBUG - Current Position: (32.9146082142, -117.1008017765)
2024-09-08 19:11:41,715 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:41,716 - MotorCore - DEBUG - Raw Target Vector: [0.03685726540700958, 0.9631427345929904]
2024-09-08 19:11:41,717 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7223570509447428]
--------
2024-09-08 19:11:41,718 - MotorCore - DEBUG - [0.7223570509447428, 0.7223570509447428]
2024-09-08 19:11:41,821 - MotorCore - DEBUG - Current Position: (32.9146075718, -117.1008128813)
2024-09-08 19:11:41,822 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:41,824 - MotorCore - DEBUG - Raw Target Vector: [0.03417813418722341, 0.9658218658127766]
2024-09-08 19:11:41,825 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7243663993595825]
--------
2024-09-08 19:11:41,826 - MotorCore - DEBUG - [0.7243663993595825, 0.7243663993595825]
2024-09-08 19:11:41,930 - MotorCore - DEBUG - Current Position: (32.9146075718, -117.1008128813)
2024-09-08 19:11:41,932 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:41,934 - MotorCore - DEBUG - Raw Target Vector: [0.03417813418722341, 0.9658218658127766]
2024-09-08 19:11:41,936 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7243663993595825]
--------
2024-09-08 19:11:41,937 - MotorCore - DEBUG - [0.7243663993595825, 0.7243663993595825]
2024-09-08 19:11:42,041 - MotorCore - DEBUG - Current Position: (32.9146075718, -117.1008128813)
2024-09-08 19:11:42,042 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:42,043 - MotorCore - DEBUG - Raw Target Vector: [0.03417813418722341, 0.9658218658127766]
2024-09-08 19:11:42,044 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7243663993595825]
--------
2024-09-08 19:11:42,045 - MotorCore - DEBUG - [0.7243663993595825, 0.7243663993595825]
2024-09-08 19:11:42,147 - MotorCore - DEBUG - Current Position: (32.9146075718, -117.1008128813)
2024-09-08 19:11:42,149 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:42,150 - MotorCore - DEBUG - Raw Target Vector: [0.03417813418722341, 0.9658218658127766]
2024-09-08 19:11:42,150 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7243663993595825]
--------
2024-09-08 19:11:42,151 - MotorCore - DEBUG - [0.7243663993595825, 0.7243663993595825]
2024-09-08 19:11:42,255 - MotorCore - DEBUG - Current Position: (32.9146075718, -117.1008128813)
2024-09-08 19:11:42,257 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:42,258 - MotorCore - DEBUG - Raw Target Vector: [0.03417813418722341, 0.9658218658127766]
2024-09-08 19:11:42,259 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7243663993595825]
--------
2024-09-08 19:11:42,260 - MotorCore - DEBUG - [0.7243663993595825, 0.7243663993595825]
2024-09-08 19:11:42,363 - MotorCore - DEBUG - Current Position: (32.9146069953, -117.1008238425)
2024-09-08 19:11:42,365 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:42,366 - MotorCore - DEBUG - Raw Target Vector: [0.03441774443189322, 0.9655822555681067]
2024-09-08 19:11:42,366 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7241866916760801]
--------
2024-09-08 19:11:42,367 - MotorCore - DEBUG - [0.7241866916760801, 0.7241866916760801]
2024-09-08 19:11:42,470 - MotorCore - DEBUG - Current Position: (32.9146069953, -117.1008238425)
2024-09-08 19:11:42,472 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:42,473 - MotorCore - DEBUG - Raw Target Vector: [0.03441774443189322, 0.9655822555681067]
2024-09-08 19:11:42,473 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7241866916760801]
--------
2024-09-08 19:11:42,474 - MotorCore - DEBUG - [0.7241866916760801, 0.7241866916760801]
2024-09-08 19:11:42,578 - MotorCore - DEBUG - Current Position: (32.9146069953, -117.1008238425)
2024-09-08 19:11:42,580 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:42,581 - MotorCore - DEBUG - Raw Target Vector: [0.03441774443189322, 0.9655822555681067]
2024-09-08 19:11:42,582 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7241866916760801]
--------
2024-09-08 19:11:42,583 - MotorCore - DEBUG - [0.7241866916760801, 0.7241866916760801]
2024-09-08 19:11:42,686 - MotorCore - DEBUG - Current Position: (32.9146069953, -117.1008238425)
2024-09-08 19:11:42,688 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:42,689 - MotorCore - DEBUG - Raw Target Vector: [0.03441774443189322, 0.9655822555681067]
2024-09-08 19:11:42,690 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7241866916760801]
--------
2024-09-08 19:11:42,691 - MotorCore - DEBUG - [0.7241866916760801, 0.7241866916760801]
2024-09-08 19:11:42,793 - MotorCore - DEBUG - Current Position: (32.9146069953, -117.1008238425)
2024-09-08 19:11:42,794 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:42,797 - MotorCore - DEBUG - Raw Target Vector: [0.03441774443189322, 0.9655822555681067]
2024-09-08 19:11:42,798 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7241866916760801]
--------
2024-09-08 19:11:42,799 - MotorCore - DEBUG - [0.7241866916760801, 0.7241866916760801]
2024-09-08 19:11:42,904 - MotorCore - DEBUG - Current Position: (32.9146062337, -117.1008348668)
2024-09-08 19:11:42,906 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:42,908 - MotorCore - DEBUG - Raw Target Vector: [0.033240018486208514, 0.9667599815137915]
2024-09-08 19:11:42,909 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7250699861353436]
--------
2024-09-08 19:11:42,909 - MotorCore - DEBUG - [0.7250699861353436, 0.7250699861353436]
2024-09-08 19:11:43,013 - MotorCore - DEBUG - Current Position: (32.9146062337, -117.1008348668)
2024-09-08 19:11:43,015 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,016 - MotorCore - DEBUG - Raw Target Vector: [0.033240018486208514, 0.9667599815137915]
2024-09-08 19:11:43,017 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7250699861353436]
--------
2024-09-08 19:11:43,017 - MotorCore - DEBUG - [0.7250699861353436, 0.7250699861353436]
2024-09-08 19:11:43,121 - MotorCore - DEBUG - Current Position: (32.9146062337, -117.1008348668)
2024-09-08 19:11:43,123 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,124 - MotorCore - DEBUG - Raw Target Vector: [0.033240018486208514, 0.9667599815137915]
2024-09-08 19:11:43,124 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7250699861353436]
--------
2024-09-08 19:11:43,125 - MotorCore - DEBUG - [0.7250699861353436, 0.7250699861353436]
2024-09-08 19:11:43,228 - MotorCore - DEBUG - Current Position: (32.9146062337, -117.1008348668)
2024-09-08 19:11:43,229 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,230 - MotorCore - DEBUG - Raw Target Vector: [0.033240018486208514, 0.9667599815137915]
2024-09-08 19:11:43,231 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7250699861353436]
--------
2024-09-08 19:11:43,232 - MotorCore - DEBUG - [0.7250699861353436, 0.7250699861353436]
2024-09-08 19:11:43,334 - MotorCore - DEBUG - Current Position: (32.9146055395, -117.1008458192)
2024-09-08 19:11:43,334 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,334 - MotorCore - DEBUG - Raw Target Vector: [0.03639110616767162, 0.9636088938323283]
2024-09-08 19:11:43,334 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7227066703742462]
--------
2024-09-08 19:11:43,334 - MotorCore - DEBUG - [0.7227066703742462, 0.7227066703742462]
2024-09-08 19:11:43,435 - MotorCore - DEBUG - Current Position: (32.9146055395, -117.1008458192)
2024-09-08 19:11:43,436 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,437 - MotorCore - DEBUG - Raw Target Vector: [0.03639110616767162, 0.9636088938323283]
2024-09-08 19:11:43,437 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7227066703742462]
--------
2024-09-08 19:11:43,437 - MotorCore - DEBUG - [0.7227066703742462, 0.7227066703742462]
2024-09-08 19:11:43,540 - MotorCore - DEBUG - Current Position: (32.9146055395, -117.1008458192)
2024-09-08 19:11:43,541 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,542 - MotorCore - DEBUG - Raw Target Vector: [0.03639110616767162, 0.9636088938323283]
2024-09-08 19:11:43,542 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7227066703742462]
--------
2024-09-08 19:11:43,543 - MotorCore - DEBUG - [0.7227066703742462, 0.7227066703742462]
2024-09-08 19:11:43,647 - MotorCore - DEBUG - Current Position: (32.9146055395, -117.1008458192)
2024-09-08 19:11:43,648 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,649 - MotorCore - DEBUG - Raw Target Vector: [0.03639110616767162, 0.9636088938323283]
2024-09-08 19:11:43,650 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7227066703742462]
--------
2024-09-08 19:11:43,651 - MotorCore - DEBUG - [0.7227066703742462, 0.7227066703742462]
2024-09-08 19:11:43,756 - MotorCore - DEBUG - Current Position: (32.9146055395, -117.1008458192)
2024-09-08 19:11:43,758 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,770 - MotorCore - DEBUG - Raw Target Vector: [0.03639110616767162, 0.9636088938323283]
2024-09-08 19:11:43,770 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7227066703742462]
--------
2024-09-08 19:11:43,772 - MotorCore - DEBUG - [0.7227066703742462, 0.7227066703742462]
2024-09-08 19:11:43,875 - MotorCore - DEBUG - Current Position: (32.9146047173, -117.100856821)
2024-09-08 19:11:43,877 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,878 - MotorCore - DEBUG - Raw Target Vector: [0.038496137994377545, 0.9615038620056224]
2024-09-08 19:11:43,879 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7211278965042168]
--------
2024-09-08 19:11:43,881 - MotorCore - DEBUG - [0.7211278965042168, 0.7211278965042168]
2024-09-08 19:11:43,984 - MotorCore - DEBUG - Current Position: (32.9146047173, -117.100856821)
2024-09-08 19:11:43,986 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:43,988 - MotorCore - DEBUG - Raw Target Vector: [0.038496137994377545, 0.9615038620056224]
2024-09-08 19:11:43,989 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7211278965042168]
--------
2024-09-08 19:11:43,990 - MotorCore - DEBUG - [0.7211278965042168, 0.7211278965042168]
2024-09-08 19:11:44,097 - MotorCore - DEBUG - Current Position: (32.9146047173, -117.100856821)
2024-09-08 19:11:44,100 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:44,101 - MotorCore - DEBUG - Raw Target Vector: [0.038496137994377545, 0.9615038620056224]
2024-09-08 19:11:44,102 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7211278965042168]
--------
2024-09-08 19:11:44,104 - MotorCore - DEBUG - [0.7211278965042168, 0.7211278965042168]
2024-09-08 19:11:44,212 - MotorCore - DEBUG - Current Position: (32.9146047173, -117.100856821)
2024-09-08 19:11:44,214 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:44,215 - MotorCore - DEBUG - Raw Target Vector: [0.038496137994377545, 0.9615038620056224]
2024-09-08 19:11:44,216 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7211278965042168]
--------
2024-09-08 19:11:44,217 - MotorCore - DEBUG - [0.7211278965042168, 0.7211278965042168]
2024-09-08 19:11:44,319 - MotorCore - DEBUG - Current Position: (32.9146038987, -117.100867833)
2024-09-08 19:11:44,321 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:44,322 - MotorCore - DEBUG - Raw Target Vector: [0.040692726899017935, 0.9593072731009821]
2024-09-08 19:11:44,323 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7194804548257365]
--------
2024-09-08 19:11:44,324 - MotorCore - DEBUG - [0.7194804548257365, 0.7194804548257365]
2024-09-08 19:11:44,411 - MotorCore - DEBUG - Sent diagnostic data
2024-09-08 19:11:44,426 - MotorCore - DEBUG - Current Position: (32.9146038987, -117.100867833)
2024-09-08 19:11:44,426 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:44,427 - MotorCore - DEBUG - Raw Target Vector: [0.040692726899017935, 0.9593072731009821]
2024-09-08 19:11:44,429 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7194804548257365]
--------
2024-09-08 19:11:44,429 - MotorCore - DEBUG - [0.7194804548257365, 0.7194804548257365]
2024-09-08 19:11:44,532 - MotorCore - DEBUG - Current Position: (32.9146038987, -117.100867833)
2024-09-08 19:11:44,534 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:44,535 - MotorCore - DEBUG - Raw Target Vector: [0.040692726899017935, 0.9593072731009821]
2024-09-08 19:11:44,536 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7194804548257365]
--------
2024-09-08 19:11:44,537 - MotorCore - DEBUG - [0.7194804548257365, 0.7194804548257365]
2024-09-08 19:11:44,641 - MotorCore - DEBUG - Current Position: (32.9146038987, -117.100867833)
2024-09-08 19:11:44,642 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:44,644 - MotorCore - DEBUG - Raw Target Vector: [0.040692726899017935, 0.9593072731009821]
2024-09-08 19:11:44,644 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7194804548257365]
--------
2024-09-08 19:11:44,645 - MotorCore - DEBUG - [0.7194804548257365, 0.7194804548257365]
2024-09-08 19:11:44,748 - MotorCore - DEBUG - Current Position: (32.9146038987, -117.100867833)
2024-09-08 19:11:44,750 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:44,751 - MotorCore - DEBUG - Raw Target Vector: [0.040692726899017935, 0.9593072731009821]
2024-09-08 19:11:44,752 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7194804548257365]
--------
2024-09-08 19:11:44,753 - MotorCore - DEBUG - [0.7194804548257365, 0.7194804548257365]
2024-09-08 19:11:44,856 - MotorCore - DEBUG - Current Position: (32.9146029117, -117.1008787947)
2024-09-08 19:11:44,857 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:44,858 - MotorCore - DEBUG - Raw Target Vector: [0.04358302064542837, 0.9564169793545716]
2024-09-08 19:11:44,859 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7173127345159287]
--------
2024-09-08 19:11:44,859 - MotorCore - DEBUG - [0.7173127345159287, 0.7173127345159287]
2024-09-08 19:11:44,962 - MotorCore - DEBUG - Current Position: (32.9146029117, -117.1008787947)
2024-09-08 19:11:44,964 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:44,965 - MotorCore - DEBUG - Raw Target Vector: [0.04358302064542837, 0.9564169793545716]
2024-09-08 19:11:44,967 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7173127345159287]
--------
2024-09-08 19:11:44,968 - MotorCore - DEBUG - [0.7173127345159287, 0.7173127345159287]
2024-09-08 19:11:45,073 - MotorCore - DEBUG - Current Position: (32.9146029117, -117.1008787947)
2024-09-08 19:11:45,076 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:45,078 - MotorCore - DEBUG - Raw Target Vector: [0.04358302064542837, 0.9564169793545716]
2024-09-08 19:11:45,080 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7173127345159287]
--------
2024-09-08 19:11:45,081 - MotorCore - DEBUG - [0.7173127345159287, 0.7173127345159287]
2024-09-08 19:11:45,187 - MotorCore - DEBUG - Current Position: (32.9146029117, -117.1008787947)
2024-09-08 19:11:45,189 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:45,190 - MotorCore - DEBUG - Raw Target Vector: [0.04358302064542837, 0.9564169793545716]
2024-09-08 19:11:45,191 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7173127345159287]
--------
2024-09-08 19:11:45,192 - MotorCore - DEBUG - [0.7173127345159287, 0.7173127345159287]
2024-09-08 19:11:45,296 - MotorCore - DEBUG - Current Position: (32.9146029117, -117.1008787947)
2024-09-08 19:11:45,297 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:45,299 - MotorCore - DEBUG - Raw Target Vector: [0.04358302064542837, 0.9564169793545716]
2024-09-08 19:11:45,300 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7173127345159287]
--------
2024-09-08 19:11:45,300 - MotorCore - DEBUG - [0.7173127345159287, 0.7173127345159287]
2024-09-08 19:11:45,406 - MotorCore - DEBUG - Current Position: (32.9146019442, -117.1008896788)
2024-09-08 19:11:45,409 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:45,411 - MotorCore - DEBUG - Raw Target Vector: [0.04653775559969867, 0.9534622444003014]
2024-09-08 19:11:45,412 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.715096683300226]
--------
2024-09-08 19:11:45,412 - MotorCore - DEBUG - [0.715096683300226, 0.715096683300226]
2024-09-08 19:11:45,516 - MotorCore - DEBUG - Current Position: (32.9146019442, -117.1008896788)
2024-09-08 19:11:45,517 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:45,519 - MotorCore - DEBUG - Raw Target Vector: [0.04653775559969867, 0.9534622444003014]
2024-09-08 19:11:45,520 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.715096683300226]
--------
2024-09-08 19:11:45,520 - MotorCore - DEBUG - [0.715096683300226, 0.715096683300226]
2024-09-08 19:11:45,625 - MotorCore - DEBUG - Current Position: (32.9146019442, -117.1008896788)
2024-09-08 19:11:45,627 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:45,628 - MotorCore - DEBUG - Raw Target Vector: [0.04653775559969867, 0.9534622444003014]
2024-09-08 19:11:45,629 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.715096683300226]
--------
2024-09-08 19:11:45,630 - MotorCore - DEBUG - [0.715096683300226, 0.715096683300226]
2024-09-08 19:11:45,735 - MotorCore - DEBUG - Current Position: (32.9146019442, -117.1008896788)
2024-09-08 19:11:45,737 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:45,739 - MotorCore - DEBUG - Raw Target Vector: [0.04653775559969867, 0.9534622444003014]
2024-09-08 19:11:45,741 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.715096683300226]
--------
2024-09-08 19:11:45,744 - MotorCore - DEBUG - [0.715096683300226, 0.715096683300226]
2024-09-08 19:11:45,847 - MotorCore - DEBUG - Current Position: (32.91460088, -117.1009005967)
2024-09-08 19:11:45,848 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:45,849 - MotorCore - DEBUG - Raw Target Vector: [0.04837849002658289, 0.9516215099734171]
2024-09-08 19:11:45,850 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7137161324800628]
--------
2024-09-08 19:11:45,851 - MotorCore - DEBUG - [0.7137161324800628, 0.7137161324800628]
2024-09-08 19:11:45,957 - MotorCore - DEBUG - Current Position: (32.91460088, -117.1009005967)
2024-09-08 19:11:45,958 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:45,960 - MotorCore - DEBUG - Raw Target Vector: [0.04837849002658289, 0.9516215099734171]
2024-09-08 19:11:45,960 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7137161324800628]
--------
2024-09-08 19:11:45,961 - MotorCore - DEBUG - [0.7137161324800628, 0.7137161324800628]
2024-09-08 19:11:46,065 - MotorCore - DEBUG - Current Position: (32.91460088, -117.1009005967)
2024-09-08 19:11:46,066 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:46,068 - MotorCore - DEBUG - Raw Target Vector: [0.04837849002658289, 0.9516215099734171]
2024-09-08 19:11:46,068 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7137161324800628]
--------
2024-09-08 19:11:46,069 - MotorCore - DEBUG - [0.7137161324800628, 0.7137161324800628]
2024-09-08 19:11:46,173 - MotorCore - DEBUG - Current Position: (32.91460088, -117.1009005967)
2024-09-08 19:11:46,174 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:46,176 - MotorCore - DEBUG - Raw Target Vector: [0.04837849002658289, 0.9516215099734171]
2024-09-08 19:11:46,177 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7137161324800628]
--------
2024-09-08 19:11:46,177 - MotorCore - DEBUG - [0.7137161324800628, 0.7137161324800628]
2024-09-08 19:11:46,292 - MotorCore - DEBUG - Current Position: (32.91460088, -117.1009005967)
2024-09-08 19:11:46,293 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:46,296 - MotorCore - DEBUG - Raw Target Vector: [0.04837849002658289, 0.9516215099734171]
2024-09-08 19:11:46,297 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7137161324800628]
--------
2024-09-08 19:11:46,298 - MotorCore - DEBUG - [0.7137161324800628, 0.7137161324800628]
2024-09-08 19:11:46,404 - MotorCore - DEBUG - Current Position: (32.9145998117, -117.1009114023)
2024-09-08 19:11:46,405 - MotorCore - DEBUG - Target Position: [32.91426471087947, -117.10186806192723]
--------
2024-09-08 19:11:46,407 - MotorCore - DEBUG - Raw Target Vector: [0.05259910926375239, 0.9474008907362477]
2024-09-08 19:11:46,408 - MotorCore - DEBUG - Normalized Target Vector: [0, 0.7105506680521858]
--------
2024-09-08 19:11:46,409 - MotorCore - DEBUG - Current: 244.17370000000005 Target: 247.35146373831373
2024-09-08 19:11:46,410 - MotorCore - DEBUG - Direction: clockwise
2024-09-08 19:11:46,411 - MotorCore - DEBUG - Target Rotation: 0.027731220042028527
--------
